condition,time_sec,luminance_mean,visual_change,cut_event,flash_proxy,audio_rms_proxy,audio_derivative_proxy,cue_on,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse
target,75.0,83.0,0.05,0,0,0.11,0,1,5,0.0,1.0,0
target,75.25,82.994,0.05418,0,0,0.109979,0,1,5,0.5,0.866025,0
target,75.5,82.975,0.05832,0,0,0.109918,0,1,5,0.866025,0.5,0
target,75.75,82.945,0.06236,0,0,0.109815,0,1,5,1.0,0.0,0
target,76.0,82.901,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
target,76.25,82.846,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
target,76.5,82.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,76.75,82.699,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
target,77.0,82.607,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
target,77.25,82.503,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
target,77.5,82.387,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
target,77.75,82.259,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
target,78.0,82.119,0.08804,0,0,0.107135,0,1,3,0.0,1.0,0
target,78.25,81.968,0.08913,0,0,0.106657,0,1,3,0.5,0.866025,0
target,78.5,81.804,0.08978,0,0,0.106147,0,1,3,0.866025,0.5,0
target,78.75,81.63,0.09,0,0,0.105607,0,1,3,1.0,0.0,0
target,79.0,81.444,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
target,79.25,81.247,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
target,79.5,81.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,79.75,80.819,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
target,80.0,80.588,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
target,80.25,80.348,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
target,80.5,80.096,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
target,80.75,79.834,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
target,81.0,79.562,0.07351,0,0,0.099635,0,1,2,0.0,1.0,0
target,81.25,79.28,0.07,0,0,0.098882,0,1,2,0.5,0.866025,0
target,81.5,78.989,0.06627,0,0,0.098119,0,1,2,0.866025,0.5,0
target,81.75,78.687,0.06236,0,0,0.097347,0,1,2,1.0,0.0,0
target,82.0,78.377,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
target,82.25,78.057,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
target,82.5,77.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,82.75,77.39,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
target,83.0,77.044,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
target,83.25,76.69,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
target,83.5,76.328,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
target,83.75,75.958,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
target,84.0,75.58,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
target,84.25,75.195,0.07677,0,0,0.089624,0,1,9,0.5,0.866025,0
target,84.5,74.804,0.07973,0,0,0.088899,0,1,9,0.866025,0.5,0
target,84.75,74.405,0.08236,0,0,0.08819,0,1,9,1.0,0.0,0
target,85.0,74.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
target,85.25,73.589,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
target,85.5,73.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,85.75,72.749,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
target,86.0,72.321,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
target,86.25,71.888,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
target,86.5,71.451,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
target,86.75,71.009,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
target,87.0,70.562,0.08804,0,0,0.082865,0,1,1,0.0,1.0,0
target,87.25,70.112,0.08654,0,0,0.08242,0,1,1,0.5,0.866025,0
target,87.5,69.659,0.08464,0,0,0.08201,0,1,1,0.866025,0.5,0
target,87.75,69.202,0.08236,0,0,0.081635,0,1,1,1.0,0.0,0
target,88.0,68.742,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
target,88.25,68.28,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
target,88.5,67.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,88.75,67.349,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
target,89.0,66.882,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
target,89.25,66.412,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
target,89.5,65.942,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
target,89.75,65.471,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
target,90.0,85.0,0.05,1,0,0.08,0,1,5,0.0,1.0,0
target,90.25,84.529,0.05418,0,0,0.080021,0,1,5,0.5,0.866025,0
target,90.5,84.058,0.05832,0,0,0.080082,0,1,5,0.866025,0.5,0
target,90.75,83.588,0.06236,0,0,0.080185,0,1,5,1.0,0.0,0
target,91.0,83.118,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
target,91.25,82.651,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
target,91.5,82.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,91.75,81.72,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
target,92.0,81.258,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
target,92.25,80.798,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
target,92.5,80.341,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
target,92.75,79.888,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
target,93.0,79.438,0.08804,0,0,0.082865,0,1,5,0.0,1.0,0
target,93.25,78.991,0.08913,0,0,0.083343,0,1,5,0.5,0.866025,0
target,93.5,78.549,0.08978,0,0,0.083853,0,1,5,0.866025,0.5,0
target,93.75,78.112,0.09,0,0,0.084393,0,1,5,1.0,0.0,0
target,94.0,77.679,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
target,94.25,77.251,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
target,94.5,76.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,94.75,76.411,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
target,95.0,76.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
target,95.25,75.595,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
target,95.5,75.196,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
target,95.75,74.805,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
target,96.0,74.42,0.07351,0,0,0.090365,0,1,8,0.0,1.0,0
target,96.25,74.042,0.07,0,0,0.091118,0,1,8,0.5,0.866025,0
target,96.5,73.672,0.06627,0,0,0.091881,0,1,8,0.866025,0.5,0
target,96.75,73.31,0.06236,0,0,0.092653,0,1,8,1.0,0.0,0
target,97.0,72.956,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
target,97.25,72.61,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
target,97.5,72.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,97.75,71.943,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
target,98.0,71.623,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
target,98.25,71.313,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
target,98.5,71.011,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
target,98.75,70.72,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
target,99.0,70.438,0.07351,0,0,0.099635,0,1,7,0.0,1.0,0
target,99.25,70.166,0.07677,0,0,0.100376,0,1,7,0.5,0.866025,0
target,99.5,69.904,0.07973,0,0,0.101101,0,1,7,0.866025,0.5,0
target,99.75,69.652,0.08236,0,0,0.10181,0,1,7,1.0,0.0,0
target,100.0,69.412,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
target,100.25,69.181,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
target,100.5,68.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,100.75,68.753,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
target,101.0,68.556,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
target,101.25,68.37,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
target,101.5,68.196,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
target,101.75,68.032,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
target,102.0,67.881,0.08804,0,0,0.107135,0,1,1,0.0,1.0,0
target,102.25,67.741,0.08654,0,0,0.10758,0,1,1,0.5,0.866025,0
target,102.5,67.613,0.08464,0,0,0.10799,0,1,1,0.866025,0.5,0
target,102.75,67.497,0.08236,0,0,0.108365,0,1,1,1.0,0.0,0
target,103.0,67.393,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
target,103.25,67.301,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
target,103.5,67.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,103.75,67.154,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
target,104.0,67.099,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
target,104.25,67.055,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
target,104.5,67.025,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
target,104.75,67.006,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
target,105.0,67.0,0.05,0,0,0.11,0,1,2,0.0,1.0,0
target,105.25,67.006,0.05418,0,0,0.109979,0,1,2,0.5,0.866025,0
target,105.5,67.025,0.05832,0,0,0.109918,0,1,2,0.866025,0.5,0
target,105.75,67.055,0.06236,0,0,0.109815,0,1,2,1.0,0.0,0
target,106.0,67.099,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
target,106.25,67.154,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
target,106.5,67.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,106.75,67.301,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
target,107.0,67.393,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
target,107.25,67.497,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
target,107.5,67.613,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
target,107.75,67.741,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
target,108.0,67.881,0.08804,0,0,0.107135,0,1,6,0.0,1.0,0
target,108.25,68.032,0.08913,0,0,0.106657,0,1,6,0.5,0.866025,0
target,108.5,68.196,0.08978,0,0,0.106147,0,1,6,0.866025,0.5,0
target,108.75,68.37,0.09,0,0,0.105607,0,1,6,1.0,0.0,0
target,109.0,68.556,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
target,109.25,68.753,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
target,109.5,68.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,109.75,69.181,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
target,110.0,69.412,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
target,110.25,69.652,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
target,110.5,69.904,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
target,110.75,70.166,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
target,111.0,70.438,0.07351,0,0,0.099635,0,1,9,0.0,1.0,0
target,111.25,70.72,0.07,0,0,0.098882,0,1,9,0.5,0.866025,0
target,111.5,71.011,0.06627,0,0,0.098119,0,1,9,0.866025,0.5,0
target,111.75,71.313,0.06236,0,0,0.097347,0,1,9,1.0,0.0,0
target,112.0,71.623,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
target,112.25,71.943,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
target,112.5,72.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,112.75,72.61,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
target,113.0,72.956,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
target,113.25,73.31,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
target,113.5,73.672,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
target,113.75,74.042,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
target,114.0,74.42,0.07351,0,0,0.090365,0,1,7,0.0,1.0,0
target,114.25,74.805,0.07677,0,0,0.089624,0,1,7,0.5,0.866025,0
target,114.5,75.196,0.07973,0,0,0.088899,0,1,7,0.866025,0.5,0
target,114.75,75.595,0.08236,0,0,0.08819,0,1,7,1.0,0.0,0
target,115.0,76.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
target,115.25,76.411,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
target,115.5,76.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,115.75,77.251,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
target,116.0,77.679,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
target,116.25,78.112,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
target,116.5,78.549,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
target,116.75,78.991,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
target,117.0,79.438,0.08804,0,0,0.082865,0,1,10,0.0,1.0,0
target,117.25,79.888,0.08654,0,0,0.08242,0,1,10,0.5,0.866025,0
target,117.5,80.341,0.08464,0,0,0.08201,0,1,10,0.866025,0.5,0
target,117.75,80.798,0.08236,0,0,0.081635,0,1,10,1.0,0.0,0
target,118.0,81.258,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
target,118.25,81.72,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
target,118.5,82.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,118.75,82.651,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
target,119.0,83.118,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
target,119.25,83.588,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
target,119.5,84.058,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
target,119.75,84.529,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
target,120.0,85.0,0.05,0,0,0.08,0,1,2,0.0,1.0,0
target,120.25,85.471,0.05418,0,0,0.080021,0,1,2,0.5,0.866025,0
target,120.5,85.942,0.05832,0,0,0.080082,0,1,2,0.866025,0.5,0
target,120.75,86.412,0.06236,0,0,0.080185,0,1,2,1.0,0.0,0
target,121.0,86.882,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
target,121.25,87.349,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
target,121.5,87.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,121.75,88.28,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
target,122.0,88.742,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
target,122.25,89.202,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
target,122.5,89.659,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
target,122.75,90.112,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
target,123.0,90.562,0.08804,0,0,0.082865,0,1,2,0.0,1.0,0
target,123.25,91.009,0.08913,0,0,0.083343,0,1,2,0.5,0.866025,0
target,123.5,91.451,0.08978,0,0,0.083853,0,1,2,0.866025,0.5,0
target,123.75,91.888,0.09,0,0,0.084393,0,1,2,1.0,0.0,0
target,124.0,92.321,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
target,124.25,92.749,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
target,124.5,93.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,124.75,93.589,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
target,125.0,94.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
target,125.25,94.405,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
target,125.5,94.804,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
target,125.75,95.195,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
target,126.0,95.58,0.07351,0,0,0.090365,0,1,5,0.0,1.0,0
target,126.25,95.958,0.07,0,0,0.091118,0,1,5,0.5,0.866025,0
target,126.5,96.328,0.06627,0,0,0.091881,0,1,5,0.866025,0.5,0
target,126.75,96.69,0.06236,0,0,0.092653,0,1,5,1.0,0.0,0
target,127.0,97.044,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
target,127.25,97.39,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
target,127.5,97.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,127.75,98.057,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
target,128.0,98.377,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
target,128.25,98.687,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
target,128.5,98.989,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
target,128.75,99.28,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
target,129.0,99.562,0.07351,0,0,0.099635,0,1,4,0.0,1.0,0
target,129.25,99.834,0.07677,0,0,0.100376,0,1,4,0.5,0.866025,0
target,129.5,100.096,0.07973,0,0,0.101101,0,1,4,0.866025,0.5,0
target,129.75,100.348,0.08236,0,0,0.10181,0,1,4,1.0,0.0,0
target,130.0,100.588,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
target,130.25,100.819,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
target,130.5,101.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,130.75,101.247,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
target,131.0,101.444,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
target,131.25,101.63,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
target,131.5,101.804,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
target,131.75,101.968,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
target,132.0,102.119,0.08804,0,0,0.107135,0,1,5,0.0,1.0,0
target,132.25,102.259,0.08654,0,0,0.10758,0,1,5,0.5,0.866025,0
target,132.5,102.387,0.08464,0,0,0.10799,0,1,5,0.866025,0.5,0
target,132.75,102.503,0.08236,0,0,0.108365,0,1,5,1.0,0.0,0
target,133.0,102.607,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
target,133.25,102.699,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
target,133.5,102.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,133.75,102.846,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
target,134.0,102.901,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
target,134.25,102.945,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
target,134.5,102.975,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
target,134.75,102.994,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
target,135.0,88.0,0.05,1,0,0.11,0,1,7,0.0,1.0,0
target,135.25,87.994,0.05418,0,0,0.109979,0,1,7,0.5,0.866025,0
target,135.5,87.975,0.05832,0,0,0.109918,0,1,7,0.866025,0.5,0
target,135.75,87.945,0.06236,0,0,0.109815,0,1,7,1.0,0.0,0
target,136.0,87.901,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
target,136.25,87.846,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
target,136.5,87.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,136.75,87.699,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
target,137.0,87.607,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
target,137.25,87.503,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
target,137.5,87.387,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
target,137.75,87.259,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
target,138.0,87.119,0.08804,0,0,0.107135,0,1,10,0.0,1.0,0
target,138.25,86.968,0.08913,0,0,0.106657,0,1,10,0.5,0.866025,0
target,138.5,86.804,0.08978,0,0,0.106147,0,1,10,0.866025,0.5,0
target,138.75,86.63,0.09,0,0,0.105607,0,1,10,1.0,0.0,0
target,139.0,86.444,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
target,139.25,86.247,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
target,139.5,86.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,139.75,85.819,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
target,140.0,85.588,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
target,140.25,85.348,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
target,140.5,85.096,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
target,140.75,84.834,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
target,141.0,84.562,0.07351,0,0,0.099635,0,1,2,0.0,1.0,0
target,141.25,84.28,0.07,0,0,0.098882,0,1,2,0.5,0.866025,0
target,141.5,83.989,0.06627,0,0,0.098119,0,1,2,0.866025,0.5,0
target,141.75,83.687,0.06236,0,0,0.097347,0,1,2,1.0,0.0,0
target,142.0,83.377,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
target,142.25,83.057,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
target,142.5,82.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,142.75,82.39,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
target,143.0,82.044,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
target,143.25,81.69,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
target,143.5,81.328,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
target,143.75,80.958,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
target,144.0,80.58,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
target,144.25,80.195,0.07677,0,0,0.089624,0,1,9,0.5,0.866025,0
target,144.5,79.804,0.07973,0,0,0.088899,0,1,9,0.866025,0.5,0
target,144.75,79.405,0.08236,0,0,0.08819,0,1,9,1.0,0.0,0
target,145.0,79.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
target,145.25,78.589,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
target,145.5,78.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,145.75,77.749,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
target,146.0,77.321,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
target,146.25,76.888,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
target,146.5,76.451,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
target,146.75,76.009,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
target,147.0,75.562,0.08804,0,0,0.082865,0,1,3,0.0,1.0,0
target,147.25,75.112,0.08654,0,0,0.08242,0,1,3,0.5,0.866025,0
target,147.5,74.659,0.08464,0,0,0.08201,0,1,3,0.866025,0.5,0
target,147.75,74.202,0.08236,0,0,0.081635,0,1,3,1.0,0.0,0
target,148.0,73.742,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
target,148.25,73.28,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
target,148.5,72.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,148.75,72.349,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
target,149.0,71.882,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
target,149.25,71.412,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
target,149.5,70.942,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
target,149.75,70.471,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
target,150.0,70.0,0.05,0,0,0.08,0,1,1,0.0,1.0,0
target,150.25,69.529,0.05418,0,0,0.080021,0,1,1,0.5,0.866025,0
target,150.5,69.058,0.05832,0,0,0.080082,0,1,1,0.866025,0.5,0
target,150.75,68.588,0.06236,0,0,0.080185,0,1,1,1.0,0.0,0
target,151.0,68.118,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
target,151.25,67.651,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
target,151.5,67.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,151.75,66.72,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
target,152.0,66.258,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
target,152.25,65.798,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
target,152.5,65.341,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
target,152.75,64.888,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
target,153.0,64.438,0.08804,0,0,0.082865,0,1,5,0.0,1.0,0
target,153.25,63.991,0.08913,0,0,0.083343,0,1,5,0.5,0.866025,0
target,153.5,63.549,0.08978,0,0,0.083853,0,1,5,0.866025,0.5,0
target,153.75,63.112,0.09,0,0,0.084393,0,1,5,1.0,0.0,0
target,154.0,62.679,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
target,154.25,62.251,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
target,154.5,61.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,154.75,61.411,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
target,155.0,61.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
target,155.25,60.595,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
target,155.5,60.196,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
target,155.75,59.805,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
target,156.0,59.42,0.07351,0,0,0.090365,0,1,7,0.0,1.0,0
target,156.25,59.042,0.07,0,0,0.091118,0,1,7,0.5,0.866025,0
target,156.5,58.672,0.06627,0,0,0.091881,0,1,7,0.866025,0.5,0
target,156.75,58.31,0.06236,0,0,0.092653,0,1,7,1.0,0.0,0
target,157.0,57.956,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
target,157.25,57.61,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
target,157.5,57.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,157.75,56.943,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
target,158.0,56.623,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
target,158.25,56.313,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
target,158.5,56.011,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
